attendee_id,direction,trip_option,leg1_mode,leg1_length,leg1_duration,leg2_mode,leg2_length,leg2_duration,leg3_mode,leg3_length,leg3_duration,leg4_mode,leg4_length,leg4_duration,leg5_mode,leg5_length,leg5_duration,leg6_mode,leg6_length,leg6_duration,leg7_mode,leg7_length,leg7_duration,leg8_mode,leg8_length,leg8_duration,leg9_mode,leg9_length,leg9_duration,total_duration,total_length,leg10_mode,leg10_length,leg10_duration,leg11_mode,leg11_length,leg11_duration,leg12_mode,leg12_length,leg12_duration,leg1_carbon,leg2_carbon,leg3_carbon,leg4_carbon,leg5_carbon,leg6_carbon,leg7_carbon,leg8_carbon,leg9_carbon,leg10_carbon,leg11_carbon,leg12_carbon,calculated_total_carbon_footprint,leg1_cost,leg2_cost,leg3_cost,leg4_cost,leg5_cost,leg6_cost,leg7_cost,leg8_cost,leg9_cost,leg10_cost,leg11_cost,leg12_cost,calculated_total_cost
A00051,ret,1,BICYCLE,27.337040000000002,96.03333333333333,,,,,,,,,,,,,,,,,,,,,,,,,96.03333333333333,27.337040000000002,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00052,ret,1,CAR,67.57138,53.266666666666666,,,,,,,,,,,,,,,,,,,,,,,,,53.266666666666666,67.57138,,,,,,,,,,12973.704960000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12973.704960000001,28.7178365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7178365
A00053,ret,1,BICYCLE,36.23406,126.33333333333333,,,,,,,,,,,,,,,,,,,,,,,,,126.33333333333333,36.23406,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00054,ret,1,BICYCLE,68.65785000000001,238.33333333333334,,,,,,,,,,,,,,,,,,,,,,,,,238.33333333333334,68.65785000000001,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00055,ret,1,BICYCLE,67.88587,237.86666666666667,,,,,,,,,,,,,,,,,,,,,,,,,237.86666666666667,67.88587,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00056,ret,1,BICYCLE,13.54768,47.983333333333334,,,,,,,,,,,,,,,,,,,,,,,,,47.983333333333334,13.54768,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00057,ret,1,BICYCLE,36.67807,131.7,,,,,,,,,,,,,,,,,,,,,,,,,131.7,36.67807,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00058,ret,1,BICYCLE,19.12048,66.6,,,,,,,,,,,,,,,,,,,,,,,,,66.6,19.12048,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00059,ret,2,WALK,1.77009,22.8,BUS,4.76383,12.0,WALK,0.31376,4.5,RAIL,10.246120000000001,9.0,WALK,0.40146,5.266666666666667,RAIL,80.00296,46.0,RAIL,99.15544,81.0,WALK,3.3565300000000002,44.96666666666667,,,,225.53333333333333,200.01019,,,,,,,,,,0.0,500.20214999999996,0.0,420.09092000000004,0.0,3280.12136,4065.37304,0.0,0.0,0.0,0.0,0.0,8265.78747,0.0,0.952766,0.0,1.5369180000000002,0.0,12.000444,14.873315999999999,0.0,0.0,0.0,0.0,0.0,29.363444
A00060,ret,1,WALK,2.53727,32.983333333333334,BUS,7.9465,21.0,WALK,0.18037,2.55,RAIL,80.00296,46.0,WALK,0.17661000000000002,2.683333333333333,RAIL,181.57776,113.0,WALK,0.17877,2.5833333333333335,RAIL,25.109180000000002,24.0,WALK,0.1757,2.55,280.31666666666666,311.64950999999996,BUS,12.748569999999999,20.0,WALK,1.01582,12.966666666666667,,,,0.0,834.3825,0.0,3280.12136,0.0,7444.688160000001,0.0,1029.47638,0.0,1338.5998499999998,0.0,0.0,13927.268250000001,0.0,1.5893000000000002,0.0,12.000444,0.0,27.236664,0.0,3.7663770000000003,0.0,2.549714,0.0,0.0,47.142499
A00063,ret,1,BICYCLE,22.19682,79.45,,,,,,,,,,,,,,,,,,,,,,,,,79.45,22.19682,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00064,ret,1,CAR,69.54963000000001,53.96666666666667,,,,,,,,,,,,,,,,,,,,,,,,,53.96666666666667,69.54963000000001,,,,,,,,,,13353.528960000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13353.528960000001,29.558592750000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.558592750000003
A00065,ret,1,CAR,175.2045,116.06666666666666,,,,,,,,,,,,,,,,,,,,,,,,,116.06666666666666,175.2045,,,,,,,,,,33639.263999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33639.263999999996,74.4619125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4619125
A00066,ret,1,BICYCLE,9.548110000000001,34.0,,,,,,,,,,,,,,,,,,,,,,,,,34.0,9.548110000000001,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00067,ret,1,BICYCLE,23.03659,79.4,,,,,,,,,,,,,,,,,,,,,,,,,79.4,23.03659,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00068,ret,1,CAR,81.7595,56.81666666666667,,,,,,,,,,,,,,,,,,,,,,,,,56.81666666666667,81.7595,,,,,,,,,,15697.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15697.824,34.7477875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.7477875
A00069,ret,1,BICYCLE,24.68368,86.45,,,,,,,,,,,,,,,,,,,,,,,,,86.45,24.68368,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00070,ret,1,BICYCLE,50.13525,173.6,,,,,,,,,,,,,,,,,,,,,,,,,173.6,50.13525,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00071,ret,1,CAR,109.90541,71.68333333333334,,,,,,,,,,,,,,,,,,,,,,,,,71.68333333333334,109.90541,,,,,,,,,,21101.83872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21101.83872,46.70979925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.70979925
A00072,ret,1,CAR,113.00842,74.33333333333333,,,,,,,,,,,,,,,,,,,,,,,,,74.33333333333333,113.00842,,,,,,,,,,21697.61664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21697.61664,48.0285785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0285785
A00073,ret,1,BICYCLE,53.5301,187.2,,,,,,,,,,,,,,,,,,,,,,,,,187.2,53.5301,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00074,ret,1,BICYCLE,25.665560000000003,89.96666666666667,,,,,,,,,,,,,,,,,,,,,,,,,89.96666666666667,25.665560000000003,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
