road,direction,mode,total_uses,00:00–01:00,01:00–02:00,03:00–04:00,07:00–08:00,08:00–09:00,09:00–10:00,10:00–11:00,11:00–12:00,12:00–13:00,13:00–14:00,14:00–15:00,15:00–16:00,16:00–17:00,17:00–18:00,18:00–19:00,19:00–20:00,20:00–21:00,21:00–22:00,22:00–23:00,23:00–00:00
Middelhei,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smelen,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bergweg,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oldenzaalsestraat,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N289,return,CAR,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valckenisseweg,return,CAR,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meiboom,return,CAR,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burcht,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Polderstraat,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sint-Oedenrodeseweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sonseweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pastoor Bertrandstraat,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Platteelstraat,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Knardijk,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ceintuurbaan,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Brandaris,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zuidwalstraat,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Noorderhoofd,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lippstadt-singel,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pastoor Jacobsstraat,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wittekruisweg,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kanaal Zuid,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immenbergweg,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Achterste Kerkweg,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhenoyseweg,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koenderseweg,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leerdamseweg,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hooglandse Tiendweg,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Provincialeweg West,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zuid-Hollandweg,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Provincialeweg Oost,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waldeck Pyrmontstraat,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sportlaan,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hastelweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rondweg Volkel,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ooldselaan,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Braakmanssteeg,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Looweg,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hakewekken,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Stoofweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Serooskerkseweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Enschedesestraat,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prins Bernhardpark,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oude Enschedeseweg,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smitterijweg,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leemdijk,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waggelmanweg,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A77,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schaafsebosweg,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gennep-Autoweg,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meerssenhovenweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bunderstraat,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Weerterstraat,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wilhelminaplein,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerrit van der Veenstraat,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koningin Julianaweg-Zuid,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koningin Julianaweg,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkelseweg,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosweg,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oeffeltseweg,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rotonde N264 N277,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diekendaal,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brem,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nieuw Erf,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N264,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hapseweg,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Velsertunnel,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ambachtsring,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N197,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Binnenduinrandweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Velsertunnelweg Zuid,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
De Smidse,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Verkeersplein Noord,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rijk de Waalweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hakeweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Heikampen,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Brabantring,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Arnold Pootlaan,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hartogsweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Krengeweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Brijhoekseweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Fregatweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Boskoopseweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Steekterweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N11,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Limes-lus,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Brederostraat,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merwedelaan,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doctor Poelsstraat,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan Sluytersstraat,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gaasperdammerweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Weteringweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Slingerweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Aalbersepad,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
van Oldenbarneveltlaan,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Velsertraverse,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A22,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Velsertunnelweg Noord,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hofweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Welmerweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kalkdijk,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Morsinkhofweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wennewickweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Peddedijk,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Huttenweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Laakmorsweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Herselseweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Vincwijcweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Greffelkampseweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Avesaetweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Luijnhorststraat,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nieuwe Steeg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Doesburgseweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tatelaarweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bronnegerstraat,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ambachtsstraat,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N374,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Molenplaatsweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hunebedstraat,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N710,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lisdoddeweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N305,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
van Broeckhovenlaan,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geulweg,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Van Veldekekade,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Catsstraat,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hertoglaan,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monseigneur Van Roosmalenplein,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hesselsstraat,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piet Slagerstraat,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drachtsterweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Franklinstraat,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Julianastraat,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Buorren,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Archipelweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gerben IJpmaweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lekkumerweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Vrijheidsplein,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bosdaldreef,return,CAR,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heikantsestraat,return,CAR,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weimersedreef,return,CAR,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backer en Ruebweg,return,CAR,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Velsgoed,return,CAR,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brielsedreef,return,CAR,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brinkstraat,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Borgerveldweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Boschhoven,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Margrietlaan,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breedvennen,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halfeindschestraat,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scharenburg,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maas en Waalweg,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oude Weisestraat,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan van Eyckgracht,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swifterweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Biddingringweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lange Kruisweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ceciliastraat,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Klaverplein,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Burgemeester van Hoofflaan,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pieter Stuyvesantweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Canterlânswei,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kalanderstraat,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holterstraatweg,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Stroekeld,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balloërveld,departure,WALK,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zuidveld,departure,WALK,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Leemweg,departure,WALK,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Velakkersweg,departure,WALK,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nieuwe Stationsweg,departure,WALK,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Eggedyk,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Wâldwei,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rosseppad,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Keersop,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Locht,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
De Plank,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pegbroekenlaan,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tongelreep,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bergerweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Oude Postbaan,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Urmonderbaan,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rijssenseweg,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Markeloseweg,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reggesingel,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bereklauw,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Generaalsweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rik Woutersweg,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rielsedijk,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sint Petrus Canisiuslaan,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riel,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melderstraat,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N347,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plaagslagen,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butaanstraat,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N322,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Almweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bandijk,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Doornseweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tol,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dalkruiddreef,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vallestap,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bevrijdingsplein,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kapellerpad,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Achterste Brug,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hoeverdijk,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
N69,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Westparallel,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Luikerweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kapelweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Polstraat,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Laan van Nieuw Groenhove,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Copernicusweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lange Blokweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Heereweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kakkersweelweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Heuvelsweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bartelsweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Vlaggemast,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Noorderbreedte,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Parlevinker,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fokkemast,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Westerlengte,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
S117,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zeevaart,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
IJdoornlaan,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dijkgraaf Den Dekkerweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kazernedok,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blasenburgseweg,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waalseweg,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lekdijk oost,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defensiedok,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berkwerterleane,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Westergoawei,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Walperterwei,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wommelserweg,return,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bolswarderweg,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rytseterp,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Van Panhuysweg,return,CAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spoor 4a,departure,WALK,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Schenkeldijk Beneden,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Schenkeldijk,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Van Elzelingenweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Oranjestraat,departure,BICYCLE,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
