attendee_id,direction,trip_option,leg1_mode,leg1_length,leg1_duration,leg2_mode,leg2_length,leg2_duration,leg3_mode,leg3_length,leg3_duration,leg4_mode,leg4_length,leg4_duration,leg5_mode,leg5_length,leg5_duration,leg6_mode,leg6_length,leg6_duration,leg7_mode,leg7_length,leg7_duration,leg8_mode,leg8_length,leg8_duration,leg9_mode,leg9_length,leg9_duration,leg10_mode,leg10_length,leg10_duration,leg11_mode,leg11_length,leg11_duration,leg12_mode,leg12_length,leg12_duration,leg13_mode,leg13_length,leg13_duration,leg14_mode,leg14_length,leg14_duration,leg15_mode,leg15_length,leg15_duration,total_duration,total_length
A00068,ret,1,WALK,10.76169,136.41666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.41666666666666,10.76169
A00068,ret,1,BICYCLE,10.96202,38.483333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.483333333333334,10.96202
A00068,ret,1,CAR,11.68626,12.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.95,11.68626
A00070,ret,1,WALK,10.59908,135.41666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.41666666666666,10.59908
A00070,ret,2,WALK,1.7692999999999999,22.8,BUS,6.87053,12.0,WALK,0.10321,1.7666666666666666,BUS,3.95675,7.0,WALK,1.4740799999999998,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.666666666666664,14.17387
A00070,ret,3,WALK,1.7692999999999999,22.8,BUS,9.71358,21.0,BUS,6.502149999999999,20.0,WALK,0.9113600000000001,12.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.95,18.896389999999997
A00070,ret,4,WALK,2.53727,32.983333333333334,BUS,7.9465,21.0,BUS,2.71854,5.0,WALK,1.44129,18.883333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.86666666666667,14.643600000000001
A00070,ret,1,BICYCLE,12.56625,47.13333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.13333333333333,12.56625
A00070,ret,1,CAR,17.64995,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.25,17.64995
A00072,ret,1,BICYCLE,57.210860000000004,197.96666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.96666666666667,57.210860000000004
A00072,ret,1,CAR,61.73019,54.766666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.766666666666666,61.73019
A00073,ret,1,WALK,10.9231,139.03333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.03333333333333,10.9231
A00073,ret,1,BICYCLE,11.29983,39.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.75,11.29983
A00073,ret,1,CAR,12.40451,13.816666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.816666666666666,12.40451
A00074,ret,1,WALK,4.0886,52.766666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.766666666666666,4.0886
A00074,ret,2,WALK,1.77009,22.8,BUS,4.07083,7.0,WALK,0.21671,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.65,6.05763
A00074,ret,1,BICYCLE,4.29878,15.616666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.616666666666667,4.29878
A00074,ret,1,CAR,4.797689999999999,7.866666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.866666666666666,4.797689999999999
A00075,ret,1,WALK,6.10091,77.11666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.11666666666666,6.10091
A00075,ret,1,BICYCLE,6.17558,21.966666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.966666666666665,6.17558
A00075,ret,1,CAR,7.50495,11.283333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.283333333333333,7.50495
A00076,ret,1,WALK,1.7692999999999999,22.8,BUS,9.71358,21.0,WALK,0.18037,2.55,RAIL,80.00296,46.0,WALK,0.17661000000000002,2.683333333333333,RAIL,87.86362,49.0,WALK,0.27685000000000004,4.266666666666667,RAIL,93.71414,60.0,WALK,0.20895,3.1,BUS,19.18399,23.0,WALK,1.10578,14.016666666666667,,,,,,,,,,,,,248.41666666666669,294.19615
A00076,ret,2,WALK,1.77009,22.8,BUS,4.76383,12.0,WALK,0.31376,4.5,RAIL,10.246120000000001,9.0,WALK,0.40146,5.266666666666667,RAIL,80.00296,46.0,WALK,0.152,2.3666666666666667,RAIL,20.98328,14.0,WALK,0.11881,2.0166666666666666,RAIL,66.70902000000001,54.0,WALK,0.39379000000000003,5.5,RAIL,93.71414,56.0,WALK,0.29058,5.033333333333333,BUS,19.18399,23.0,WALK,1.10578,14.016666666666667,275.5,300.14960999999994
A00076,ret,3,WALK,1.7692999999999999,22.8,BUS,9.71358,21.0,WALK,0.18037,2.55,RAIL,80.00296,46.0,WALK,0.15274000000000001,2.3833333333333333,RAIL,20.98328,14.0,WALK,0.11881,2.0166666666666666,RAIL,66.70902000000001,54.0,WALK,0.39379000000000003,5.5,RAIL,93.71414,56.0,WALK,0.29058,5.033333333333333,BUS,19.18399,23.0,WALK,1.10578,14.016666666666667,,,,,,,268.3,294.31834
A00076,ret,4,WALK,1.77009,22.8,BUS,4.76383,12.0,WALK,0.3326,4.85,RAIL,10.23582,10.0,RAIL,107.52636,69.0,RAIL,65.2837,54.0,RAIL,206.02778,135.0,WALK,0.2462,3.566666666666667,BUS,19.35705,27.0,WALK,1.10578,14.016666666666667,,,,,,,,,,,,,,,,352.2333333333333,416.64921
A00076,ret,1,WALK,1.7692999999999999,22.8,BUS,9.71358,21.0,WALK,0.18037,2.55,RAIL,80.00296,46.0,WALK,0.17661000000000002,2.683333333333333,RAIL,87.86362,49.0,WALK,0.27685000000000004,4.266666666666667,RAIL,93.71414,60.0,WALK,0.20895,3.1,BUS,19.18399,23.0,WALK,1.10578,14.016666666666667,,,,,,,,,,,,,248.41666666666669,294.19615
A00076,ret,2,WALK,1.77009,22.8,BUS,4.76383,12.0,WALK,0.31376,4.5,RAIL,10.246120000000001,9.0,WALK,0.40146,5.266666666666667,RAIL,80.00296,46.0,WALK,0.152,2.3666666666666667,RAIL,20.98328,14.0,WALK,0.11881,2.0166666666666666,RAIL,66.70902000000001,54.0,WALK,0.39379000000000003,5.5,RAIL,93.71414,56.0,WALK,0.29058,5.033333333333333,BUS,19.18399,23.0,WALK,1.10578,14.016666666666667,275.5,300.14960999999994
A00076,ret,3,WALK,1.7692999999999999,22.8,BUS,9.71358,21.0,WALK,0.18037,2.55,RAIL,80.00296,46.0,WALK,0.15274000000000001,2.3833333333333333,RAIL,20.98328,14.0,WALK,0.11881,2.0166666666666666,RAIL,66.70902000000001,54.0,WALK,0.39379000000000003,5.5,RAIL,93.71414,56.0,WALK,0.29058,5.033333333333333,BUS,19.18399,23.0,WALK,1.10578,14.016666666666667,,,,,,,268.3,294.31834
A00076,ret,4,WALK,1.77009,22.8,BUS,4.76383,12.0,WALK,0.3326,4.85,RAIL,10.23582,10.0,RAIL,107.52636,69.0,RAIL,65.2837,54.0,RAIL,206.02778,135.0,WALK,0.2462,3.566666666666667,BUS,19.35705,27.0,WALK,1.10578,14.016666666666667,,,,,,,,,,,,,,,,352.2333333333333,416.64921
A00077,ret,1,BICYCLE,14.61755,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.3,14.61755
A00077,ret,1,CAR,15.347620000000001,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4,15.347620000000001
A00078,ret,1,BICYCLE,28.5412,100.08333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.08333333333333,28.5412
A00078,ret,1,CAR,28.69349,24.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.05,28.69349
A00079,ret,1,WALK,11.78298,151.16666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.16666666666666,11.78298
A00079,ret,2,WALK,1.7692999999999999,22.8,BUS,9.71358,21.0,WALK,0.74379,9.866666666666667,BUS,0.45127,2.0,WALK,3.1350700000000002,41.03333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.69999999999999,15.81301
A00079,ret,1,BICYCLE,13.12359,48.18333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.18333333333333,13.12359
A00079,ret,1,CAR,13.50453,14.666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.666666666666666,13.50453
A00080,ret,1,WALK,15.54658,196.23333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.23333333333332,15.54658
A00080,ret,1,BICYCLE,16.379649999999998,57.81666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.81666666666667,16.379649999999998
A00080,ret,1,CAR,21.358759999999997,20.033333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.033333333333335,21.358759999999997
A00082,ret,1,WALK,5.46145,70.31666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.31666666666666,5.46145
A00082,ret,2,WALK,1.7692999999999999,22.8,BUS,5.30429,9.0,WALK,0.33287,4.466666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.266666666666666,7.406459999999999
A00082,ret,1,BICYCLE,6.09324,22.483333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.483333333333334,6.09324
A00082,ret,1,CAR,7.25104,8.866666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.866666666666667,7.25104
A00083,ret,1,CAR,194.04924,118.81666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.81666666666666,194.04924
A00084,ret,1,WALK,4.8564300000000005,61.71666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.71666666666667,4.8564300000000005
A00084,ret,2,WALK,1.77009,22.8,BUS,1.37387,2.0,WALK,1.89329,24.183333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.983333333333334,5.03725
A00084,ret,1,BICYCLE,5.0252799999999995,17.816666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.816666666666666,5.0252799999999995
A00084,ret,1,CAR,5.99616,7.033333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.033333333333333,5.99616
A00085,ret,1,CAR,108.63825999999999,75.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.85,108.63825999999999
A00086,ret,1,CAR,132.46726999999998,85.03333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.03333333333333,132.46726999999998
A00087,ret,1,BICYCLE,33.8261,120.88333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.88333333333334,33.8261
A00087,ret,1,CAR,38.6697,25.966666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.966666666666665,38.6697
A00088,ret,1,BICYCLE,28.000529999999998,97.73333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.73333333333333,28.000529999999998
A00088,ret,1,CAR,31.0232,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.8,31.0232
A00089,ret,1,CAR,128.10016000000002,82.83333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.83333333333333,128.10016000000002
A00090,ret,1,CAR,100.56185,68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.6,100.56185
A00091,ret,1,WALK,9.47061,121.48333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.48333333333333,9.47061
A00091,ret,1,BICYCLE,10.12801,36.916666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.916666666666664,10.12801
A00091,ret,1,CAR,11.388209999999999,14.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.65,11.388209999999999
A00092,ret,1,WALK,1.7692999999999999,22.8,BUS,9.71358,21.0,WALK,0.18037,2.55,RAIL,80.00296,46.0,RAIL,39.61813,28.0,WALK,0.16244,2.15,RAIL,43.01455,52.0,WALK,0.09045,1.8666666666666667,BUS,12.2171,20.0,WALK,1.39157,17.85,,,,,,,,,,,,,,,,214.21666666666667,188.16045000000003
A00092,ret,1,CAR,168.18303,107.81666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.81666666666666,168.18303
A00093,ret,1,WALK,1.7692999999999999,22.8,BUS,9.71358,21.0,WALK,0.18037,2.55,RAIL,80.00296,46.0,RAIL,56.62195,45.0,WALK,0.16598,2.6166666666666667,BUS,8.73205,11.0,WALK,3.06861,39.06666666666667,,,,,,,,,,,,,,,,,,,,,,190.03333333333333,160.2548
A00093,ret,2,WALK,1.77009,22.8,BUS,4.76383,12.0,WALK,0.31376,4.5,RAIL,10.246120000000001,9.0,WALK,0.40146,5.266666666666667,RAIL,80.00296,46.0,RAIL,56.62195,45.0,WALK,0.16598,2.6166666666666667,BUS,8.73205,11.0,WALK,3.06861,39.06666666666667,,,,,,,,,,,,,,,,197.25,166.08680999999999
A00093,ret,1,CAR,126.84985,80.76666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.76666666666667,126.84985
A00094,ret,1,CAR,106.11463,69.56666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.56666666666666,106.11463
A00095,ret,1,CAR,119.88875999999999,75.93333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93333333333334,119.88875999999999
A00096,ret,1,WALK,12.64756,161.36666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.36666666666667,12.64756
A00096,ret,1,BICYCLE,13.18775,46.18333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.18333333333333,13.18775
A00096,ret,1,CAR,15.492540000000002,14.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.85,15.492540000000002
A00097,ret,1,WALK,1.77009,22.8,BUS,4.76383,12.0,WALK,0.31376,4.5,RAIL,23.33445,34.0,WALK,1.4054200000000001,18.666666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.96666666666667,31.58755
A00097,ret,1,BICYCLE,20.89802,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,20.89802
A00097,ret,1,CAR,22.47072,21.416666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.416666666666668,22.47072
A00098,ret,1,WALK,0.72738,9.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.45,0.72738
A00098,ret,1,BICYCLE,0.99924,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,0.99924
A00098,ret,1,CAR,10.020010000000001,8.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.333333333333334,10.020010000000001
A00099,ret,1,WALK,11.570030000000001,146.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.95,11.570030000000001
A00099,ret,1,BICYCLE,11.807120000000001,42.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.25,11.807120000000001
A00099,ret,1,CAR,13.88398,12.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.55,13.88398
A00100,ret,1,CAR,212.123,133.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.85,212.123
