attendee_id,direction,trip_option,leg1_mode,leg1_length,leg1_duration,leg1_from_lat,leg1_from_lng,leg1_to_lat,leg1_to_lng,leg1_from_scheduledTime,leg1_to_scheduledTime,leg1_roads,leg1_route,total_duration,total_length,leg2_mode,leg2_length,leg2_duration,leg2_from_lat,leg2_from_lng,leg2_to_lat,leg2_to_lng,leg2_from_scheduledTime,leg2_to_scheduledTime,leg2_roads,leg2_route,leg3_mode,leg3_length,leg3_duration,leg3_from_lat,leg3_from_lng,leg3_to_lat,leg3_to_lng,leg3_from_scheduledTime,leg3_to_scheduledTime,leg3_roads,leg3_route,leg4_mode,leg4_length,leg4_duration,leg4_from_lat,leg4_from_lng,leg4_to_lat,leg4_to_lng,leg4_from_scheduledTime,leg4_to_scheduledTime,leg4_roads,leg4_route,leg5_mode,leg5_length,leg5_duration,leg5_from_lat,leg5_from_lng,leg5_to_lat,leg5_to_lng,leg5_from_scheduledTime,leg5_to_scheduledTime,leg5_roads,leg5_route,leg6_mode,leg6_length,leg6_duration,leg6_from_lat,leg6_from_lng,leg6_to_lat,leg6_to_lng,leg6_from_scheduledTime,leg6_to_scheduledTime,leg6_roads,leg6_route,leg7_mode,leg7_length,leg7_duration,leg7_from_lat,leg7_from_lng,leg7_to_lat,leg7_to_lng,leg7_from_scheduledTime,leg7_to_scheduledTime,leg7_roads,leg7_route,leg8_mode,leg8_length,leg8_duration,leg8_from_lat,leg8_from_lng,leg8_to_lat,leg8_to_lng,leg8_from_scheduledTime,leg8_to_scheduledTime,leg8_roads,leg8_route,leg9_mode,leg9_length,leg9_duration,leg9_from_lat,leg9_from_lng,leg9_to_lat,leg9_to_lng,leg9_from_scheduledTime,leg9_to_scheduledTime,leg9_roads,leg9_route,leg10_mode,leg10_length,leg10_duration,leg10_from_lat,leg10_from_lng,leg10_to_lat,leg10_to_lng,leg10_from_scheduledTime,leg10_to_scheduledTime,leg10_roads,leg10_route,leg11_mode,leg11_length,leg11_duration,leg11_from_lat,leg11_from_lng,leg11_to_lat,leg11_to_lng,leg11_from_scheduledTime,leg11_to_scheduledTime,leg11_roads,leg11_route,leg12_mode,leg12_length,leg12_duration,leg12_from_lat,leg12_from_lng,leg12_to_lat,leg12_to_lng,leg12_from_scheduledTime,leg12_to_scheduledTime,leg12_roads,leg12_route,leg13_mode,leg13_length,leg13_duration,leg13_from_lat,leg13_from_lng,leg13_to_lat,leg13_to_lng,leg13_from_scheduledTime,leg13_to_scheduledTime,leg13_roads,leg13_route,leg14_mode,leg14_length,leg14_duration,leg14_from_lat,leg14_from_lng,leg14_to_lat,leg14_to_lng,leg14_from_scheduledTime,leg14_to_scheduledTime,leg14_roads,leg14_route,leg15_mode,leg15_length,leg15_duration,leg15_from_lat,leg15_from_lng,leg15_to_lat,leg15_to_lng,leg15_from_scheduledTime,leg15_to_scheduledTime,leg15_roads,leg15_route
A00042,return,1,CAR,268.29604,174.26666666666668,51.4998731,5.4332325,53.3368392,6.5650771,2025-05-17T23:11:00+02:00,2025-05-18T02:05:16+02:00,"Ekkersweijer, Terraweg, Eindhovenseweg-Zuid, N.C.B.-weg, Kanaaldijk Noord, Hoberglaan, Bestseweg, ramp, A50, Dassenbaan, A50, E31, A50, A50, ramp, A50, ramp, A50, Slenkweg, A50, Europaweg, Delhuijzenweg, A50, Delhuijzenweg, A50, ramp, A50, ramp, A50, ramp, E232, A28, E232, A28, Rijksweg, E232, A28, Rijksweg, Julianaweg, ramp, Weg der Verenigde Naties, Laan 1940-1945, Friesestraatweg, N370, Ring Groningen, Plataanlaan, Noordzeeweg, Eemshavenweg, ramp, Groningerweg, road, Boterdiep Oz, Gele Klap, Stationsweg, Parallelweg, Lageweg, Stadsweg, Achterweg, N995, Middelstumerweg, Warffumerweg, Winsumerweg, Onderdendamsterweg",,174.26666666666668,268.29604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00042,departure,1,WALK,1.6739000000000002,21.166666666666668,53.3368392,6.5650771,53.335437,6.588222,2025-05-17T12:02:50+02:00,2025-05-17T12:24:00+02:00,"bike path, Winsumerweg, Warffumerweg, Middelstumerweg, N995",,279.98333333333335,302.82342000000006,BUS,18.49262,38.0,53.335437,6.588222,53.211285,6.5673,2025-05-17T12:24:00+02:00,2025-05-17T13:02:00+02:00,Unknown,Groningen - Middelstum - Uithuizen 61,WALK,0.26644,3.966666666666667,53.211285,6.5673,53.2107264,6.5656453,2025-05-17T13:02:00+02:00,2025-05-17T13:05:58+02:00,"Hoofdstation, path, path, 2b, 2b, platform, 3b",,RAIL,192.16881,111.0,53.2107264,6.5656453,52.0899869,5.109934,2025-05-17T13:18:00+02:00,2025-05-17T15:09:00+02:00,Unknown,Den Haag Centraal <-> Groningen IC500 Intercity,WALK,0.19712000000000002,2.933333333333333,52.0899869,5.109934,52.0896856,5.1090611,2025-05-17T15:09:00+02:00,2025-05-17T15:11:56+02:00,"8, 9, 9, corridor, 11, 12, corridor, 18, 18",,RAIL,80.00296,49.0,52.0896856,5.1090611,51.4429706,5.4804289,2025-05-17T15:24:00+02:00,2025-05-17T16:13:00+02:00,Unknown,Dordrecht <-> Venlo IC3500 Intercity,WALK,0.45775,6.15,51.4429706,5.4804289,51.443663,5.478553,2025-05-17T16:13:00+02:00,2025-05-17T16:19:09+02:00,"Spoor 2, Spoor 1, underpass, Perron F",,BUS,7.16484,17.0,51.443663,5.478553,51.497783,5.453287,2025-05-17T16:25:00+02:00,2025-05-17T16:42:00+02:00,Unknown,Son - Ekkersrijt - Eindhoven Station 406,WALK,2.39898,30.766666666666666,51.497783,5.453287,51.4998731,5.4332325,2025-05-17T16:42:00+02:00,2025-05-17T17:12:46+02:00,"Science Park Eindhoven, parking aisle, path, Ekkersrijt, Science Park Eindhoven, Ekkersrijt, bike path, Kanaaldijk Zuid, track, service road, parking aisle, parking aisle, Ekkersweijer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00043,departure,1,WALK,15.13011,193.1,51.4052147,5.3842516,51.4998731,5.4332325,2025-05-17T12:31:54+02:00,2025-05-17T15:45:00+02:00,"path, Cees Sleegerspad, Sondervick, path, Kapteijnlaan, Nijlandlaan, De Sitterlaan, bike path, path, De Steenzager, Nijverheidslaan, De Klokkenmaker, Ambachtslaan, bike path, bike path, bike path, De Dom, bike path, bike path, De Dom, bike path, Meresberg, bike path, De Dom, Hertgang, bike path, Park Forum, Rondje Eindhoven - Hoofdroute, Zandhagedis, Flight Lane, Flight Forum, Flight Forum, Flight Forum, path, Landsard, Vensedijk, bike path, Welschappad, path, Welschappad, Welschappad, path, Welschappad, bike path, Bataweg, Bataweg, de Dieze, Terraweg, Terraweg, bike path, bike path, bike path, Ekkersweijer",,193.1,15.13011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00043,return,1,BICYCLE,16.26765,57.55,51.4998731,5.4332325,51.4052147,5.3842516,2025-05-17T23:46:00+02:00,2025-05-18T00:43:33+02:00,"Ekkersweijer, bike path, bike path, Terraweg, de Dieze, Bataweg, Welschappad, Welschappad, Vensedijk, Slowlane - Hoofdroute, Zandkasteel, Zanddreef, Grasdreef, Hovenring, bike path, Heerbaan, Heerbaan, bike path, Heerbaan, bike path, bike path, Heemweg, bike path, Geer, Meent, bike path, Bree, Heemweg, bike path, Burgemeester van Hoofflaan, Abdijlaan, Sterrenlaan, bike path, Abdijtuinen, Cees Sleegerspad, Cees Sleegerspad, path",,57.55,16.26765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00044,return,1,CAR,139.19939000000002,92.68333333333334,51.4998731,5.4332325,52.5331385,5.0549085,2025-05-17T00:38:00+02:00,2025-05-17T02:10:41+02:00,"Ekkersweijer, Terraweg, Eindhovenseweg-Zuid, Eindhovenseweg-Zuid, ramp, A2, E25, Rijksweg, A2, E25, Boxtelseweg, A2, E25, A2, Ring 's-Hertogenbosch, E25, A2, E25, ramp, A2, E25, A2, E35, A2, E35, Ringweg-Oost, Ringweg-Noord, ramp, Ringweg-Noord, ramp, Nieuwe Leeuwarderweg, Slochterweg, Midden Broekermeerweg, Middenweg, Jaagweg, Parallelweg, Jaagweg, Molenkade, Jaagweg, Monnickendammerjaagweg, N247, Monnickendammerjaagweg, N247, Hoornse Jaagweg, N247, Lokkemientjeweg, Kooiweg, Noordervesting, Kluendert, Oorgat, Zeevangszeedijk, IJsselmeerdijk",,92.68333333333334,139.19939000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00044,departure,1,CAR,139.95892,94.06666666666666,52.5331385,5.0549085,51.4998731,5.4332325,2025-05-17T14:42:56+02:00,2025-05-17T16:17:00+02:00,"IJsselmeerdijk, Zeevangszeedijk, Oorgat, Kluendert, Noordervesting, Kooiweg, Lokkemientjeweg, N247, Hoornse Jaagweg, N247, Monnickendammerjaagweg, N247, Monnickendammerjaagweg, Jaagweg, Molenkade, Jaagweg, Parallelweg, Jaagweg, Middenweg, Midden Broekermeerweg, Slochterweg, Nieuwe Leeuwarderweg, ramp, Ringweg-Noord, Ringweg-Oost, E35, E35, A2, A2, A2, E25, road, A59, Ring 's-Hertogenbosch, Ring 's-Hertogenbosch, A2, Ring 's-Hertogenbosch, E25, A2, E25, Boxtelseweg, A2, E25, Rijksweg, A2, E25, ramp, Eindhovenseweg-Zuid, road, road, Eindhovenseweg-Zuid, road, Terraweg, Ekkersweijer, road, road, Ekkersweijer",,94.06666666666666,139.95892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00045,departure,1,WALK,14.108690000000001,178.93333333333334,51.45857,5.582778,51.4998731,5.4332325,2025-05-17T11:49:04+02:00,2025-05-17T14:48:00+02:00,"track, service road, Vaarleseweg, Mierlosedijk, Beekstraat, Weiersedreef, Weiersedreef, Oude Landen, Kremerspad, Tomakker, Laan van Nuenhem, Vincent van Goghstraat, Margot Begemannstraat, Achter de Heggen, Berg, bike path, Broekdijk, Eikelkampen, Eikelkampen, Hooidonk, Hooijdonk, Kanaaldijk Zuid, Kanaaldijk Zuid, Ekkersrijt, path, Ekkersrijt, Kanaaldijk Zuid, track, service road, parking aisle, parking aisle, Ekkersweijer",,178.93333333333334,14.108690000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00045,return,1,WALK,14.108690000000001,178.86666666666667,51.4998731,5.4332325,51.45857,5.582778,2025-05-17T00:01:00+02:00,2025-05-17T02:59:52+02:00,"Ekkersweijer, parking aisle, parking aisle, service road, Kanaaldijk Zuid, Ekkersrijt, track, Ekkersrijt, Kanaaldijk Zuid, Kanaaldijk Zuid, Hooijdonk, Hooidonk, Eikelkampen, Broekdijk, bike path, Berg, Achter de Heggen, Margot Begemannstraat, Vincent van Goghstraat, Laan van Nuenhem, Tomakker, Kremerspad, Oude Landen, Weiersedreef, Weiersedreef, Beekstraat, Mierlosedijk, Vaarleseweg, service road, track",,178.86666666666667,14.108690000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00046,departure,1,CAR,3.1637600000000003,5.416666666666667,51.5013916,5.4020301,51.4998731,5.4332325,2025-05-17T19:19:35+02:00,2025-05-17T19:25:00+02:00,"Ambachtsweg, Randweg, Industrieweg, Kanaaldijk, Eindhovenseweg-Zuid, road, Terraweg, Ekkersweijer, road, road, Ekkersweijer",,5.416666666666667,3.1637600000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00046,return,1,CAR,3.13412,4.966666666666667,51.4998731,5.4332325,51.5013916,5.4020301,2025-05-17T00:06:00+02:00,2025-05-17T00:10:58+02:00,"Ekkersweijer, Terraweg, Eindhovenseweg-Zuid, Kanaaldijk, Industrieweg, Randweg, Ambachtsweg",,4.966666666666667,3.13412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00047,return,1,WALK,6.9877,90.03333333333333,51.4998731,5.4332325,51.4776797,5.491368,2025-05-17T00:14:00+02:00,2025-05-17T01:44:02+02:00,"Ekkersweijer, parking aisle, parking aisle, service road, Kanaaldijk Zuid, bike path, Ekkersrijt, bike path, Science Park Eindhoven, Ekkersrijt, parking aisle, path, Ekkersrijt, Slowlane - Hoofdroute, Laagte, Buitendreef, Esperheide, path, Eindhovenseweg, John F. Kennedylaan, bike path, De Koppele, De Stoutheuvel, path",,90.03333333333333,6.9877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00047,departure,1,WALK,6.9877,90.03333333333333,51.4776797,5.491368,51.4998731,5.4332325,2025-05-17T18:27:58+02:00,2025-05-17T19:58:00+02:00,"path, De Stoutheuvel, De Koppele, bike path, John F. Kennedylaan, Eindhovenseweg, path, Esperheide, Buitendreef, Laagte, Slowlane - Hoofdroute, Ekkersrijt, path, parking aisle, Ekkersrijt, Science Park Eindhoven, bike path, Ekkersrijt, bike path, Kanaaldijk Zuid, track, service road, parking aisle, parking aisle, Ekkersweijer",,90.03333333333333,6.9877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00048,return,1,BICYCLE,33.80216,118.16666666666667,51.4998731,5.4332325,51.5389299,5.0131473,2025-05-17T00:40:00+02:00,2025-05-17T02:38:10+02:00,"Ekkersweijer, bike path, bike path, Terraweg, de Dieze, Bataweg, Kanaaldijk, Dijkpad, EuroVelo 4 - Centraal-Europaroute - deel Nederland, Schelde-Rheinroute - 05 - Hilvarenbeek - Stad van Gerwen, EuroVelo 4 - Centraal-Europaroute - deel Nederland, Schelde-Rheinroute - 05 - Hilvarenbeek - Stad van Gerwen, Heersdijk, De Rijt, Kempenweg, bike path, bike path, Kempenweg, Kempenweg, bike path, bike path, Kempenweg, Spoordonkseweg, bike path, Spoordonkseweg, Oirschotseweg, Raadhuisstraat, Rootven, Tilburgseweg, bike path, Tilburgseweg, bike path, Tilburgseweg, bike path, bike path, Eindhovenseweg, Eindhovenseweg, Torentjeshoeve, bike path, bike path, Hoevense Kanaaldijk, Koningshoeven, Koningshoeven, Kempenbaan, Fietsroute 9, Ringbaan-Zuid, Ringbaan-Zuid, Ringbaan-Zuid, Goirleseweg, Goirleseweg, Galgenpad, Fietsroute 9, Fietsroute 9, Doctor Hub van Doorneweg, Slingepad, Bernissepad, Roerpad, Oude Rielsebaan, Keistoep, Heisteeg",,118.16666666666667,33.80216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00048,departure,1,BICYCLE,33.59926,117.5,51.5389299,5.0131473,51.4998731,5.4332325,2025-05-17T16:17:30+02:00,2025-05-17T18:15:00+02:00,"Heisteeg, Keistoep, Oude Rielsebaan, Roerpad, Bernissepad, Doctor Hub van Doorneweg, Doctor Hub van Doorneweg, Galgenpad, Goirleseweg, Goirleseweg, Ringbaan-Zuid, Ringbaan-Zuid, Ringbaan-Zuid, Fietsroute 9, Kempenbaan, Koningshoeven, Koningshoeven, Hoevense Kanaaldijk, bike path, bike path, Torentjeshoeve, Eindhovenseweg, bike path, Tilburgseweg, bike path, Tilburgseweg, Rootven, Raadhuisstraat, Oirschotseweg, Spoordonkseweg, bike path, Spoordonkseweg, Kempenweg, bike path, Oude Grintweg, Keizerweg, Kruisboog, Kempenweg, bike path, Kempenweg, Moorland, De Rijt, Heersdijk, EuroVelo 4 - Centraal-Europaroute - deel Nederland, Schelde-Rheinroute - 05 - Hilvarenbeek - Stad van Gerwen, Dijkpad, Kanaaldijk, Kanaaldijk, Bataweg, de Dieze, Terraweg, Terraweg, bike path, bike path, bike path, Ekkersweijer, Ekkersweijer",,117.5,33.59926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00049,return,1,CAR,192.87908,120.45,51.4998731,5.4332325,52.8608821,5.8215907,2025-05-17T01:06:00+02:00,2025-05-17T03:06:27+02:00,"Ekkersweijer, Terraweg, Eindhovenseweg-Zuid, Eindhovenseweg-Zuid, ramp, A2, E25, Rijksweg, A2, E25, Boxtelseweg, A2, E25, A2, Ring 's-Hertogenbosch, E25, A2, E25, ramp, A2, E25, ramp, A27, E311, ramp, A27, E311, A27, E30, Ring Utrecht, E311, A27, Ring Utrecht, E311, A27, Ring Utrecht, A27, Stichtse Brug, Stichtseweg, A27, ramp, A27, ramp, Ring Almere, Ring Almere, ramp, A6, ramp, A6, ramp, A6, ramp, N359, Pasveer, Grietenijdijk, Otterweg, Middenweg, Koopmanweg, de Kempenaersweg",,120.45,192.87908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00049,departure,1,CAR,189.94149,121.91666666666667,52.8608821,5.8215907,51.4998731,5.4332325,2025-05-17T13:29:05+02:00,2025-05-17T15:31:00+02:00,"de Kempenaersweg, Koopmanweg, Echterdijk, Schoterdijk, Schoterdijk, Grietenijdijk, Worstsloot, Schoterweg, Hopweg, Schoterweg, Friesepad, Oosterringweg, N715, Oosterringweg, ramp, A6, ramp, A6, ramp, A6, road, Ring Almere, ramp, A27, ramp, A27, Stichtseweg, Stichtse Brug, A27, ramp, A27, A27, Ring Utrecht, ramp, A27, Ring Utrecht, A27, Ring Utrecht, E311, A27, E30, Ring Utrecht, E311, A27, E311, ramp, A2, E25, road, A59, Ring 's-Hertogenbosch, Ring 's-Hertogenbosch, A2, Ring 's-Hertogenbosch, E25, A2, E25, Boxtelseweg, A2, E25, Rijksweg, A2, E25, ramp, Eindhovenseweg-Zuid, road, road, Eindhovenseweg-Zuid, road, Terraweg, Ekkersweijer, road, road, Ekkersweijer",,121.91666666666667,189.94149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00050,departure,1,WALK,4.65317,60.75,51.4757675,5.4290674,51.4998731,5.4332325,2025-05-17T14:45:15+02:00,2025-05-17T15:46:00+02:00,"path, Cor Gehrelslaan, Lekstraat, Amstelstraat, Vechtpad, path, Amstelstraat, sidewalk, path, Spaaihoefweg, path, Spaaihoefweg, Fransebaan, Fransebaan, path, Rondje Eindhoven - Hoofdroute, bike path, steps, path, bike path, Ekkersweijer, bike path, bike path, bike path, Ekkersweijer",,60.75,4.65317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00050,return,1,WALK,4.65317,60.7,51.4998731,5.4332325,51.4757675,5.4290674,2025-05-17T23:54:00+02:00,2025-05-18T00:54:42+02:00,"Ekkersweijer, bike path, bike path, Ekkersweijer, bike path, path, steps, bike path, Rondje Eindhoven - Hoofdroute, path, Fransebaan, Fransebaan, Spaaihoefweg, path, Spaaihoefweg, path, sidewalk, Amstelstraat, path, Vechtpad, Amstelstraat, Lekstraat, Cor Gehrelslaan, path",,60.7,4.65317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00051,departure,1,BICYCLE,50.83106,175.88333333333333,51.6199461,4.8426878,51.4998731,5.4332325,2025-05-17T14:11:07+02:00,2025-05-17T17:07:00+02:00,"track, track, Tilburgse Baan, Kalbergseweg, Burgemeester Materlaan, Beneluxweg, bike path, Tilburgsebrug, bike path, Esdoornlaan, bike path, bike path, Kanaaldijk Noord, bike path, De Oversteek, Kanaaldijk-Zuid, Dongense Kanaaldijk, Moersepad, Dongensekanaaldijk, Goirkekanaaldijk, Kraaivenstraat, Goirkekanaaldijk, Lovensekanaaldijk, Centaurusweg, Lovensekanaaldijk, Dijksterhuisstraat, Kapitein Nemostraat, Lovensekanaaldijk, Hoevense Kanaaldijk, Hoevense Kanaaldijk, bike path, Torentjeshoeve, Eindhovenseweg, bike path, Tilburgseweg, bike path, Tilburgseweg, Rootven, Raadhuisstraat, Oirschotseweg, Spoordonkseweg, bike path, Spoordonkseweg, Kempenweg, bike path, Oude Grintweg, Keizerweg, Kruisboog, Kempenweg, bike path, Kempenweg, Moorland, De Rijt, Heersdijk, EuroVelo 4 - Centraal-Europaroute - deel Nederland, Schelde-Rheinroute - 05 - Hilvarenbeek - Stad van Gerwen, Dijkpad, Kanaaldijk, Kanaaldijk, Bataweg, de Dieze, Terraweg, Terraweg, bike path, bike path, bike path, Ekkersweijer, Ekkersweijer",,175.88333333333333,50.83106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00051,return,1,BICYCLE,51.318169999999995,179.25,51.4998731,5.4332325,51.6199461,4.8426878,2025-05-17T23:47:00+02:00,2025-05-18T02:46:15+02:00,"Ekkersweijer, bike path, bike path, Terraweg, de Dieze, Bataweg, Kanaaldijk, Dijkpad, EuroVelo 4 - Centraal-Europaroute - deel Nederland, Schelde-Rheinroute - 05 - Hilvarenbeek - Stad van Gerwen, EuroVelo 4 - Centraal-Europaroute - deel Nederland, Schelde-Rheinroute - 05 - Hilvarenbeek - Stad van Gerwen, Heersdijk, De Rijt, Kempenweg, bike path, bike path, Kempenweg, Kempenweg, bike path, bike path, Kempenweg, Spoordonkseweg, bike path, Spoordonkseweg, Oirschotseweg, Raadhuisstraat, Rootven, Tilburgseweg, bike path, Tilburgseweg, bike path, Tilburgseweg, bike path, bike path, Eindhovenseweg, Eindhovenseweg, Torentjeshoeve, bike path, bike path, Hoevense Kanaaldijk, Koningshoeven, Koningshoeven, Kempenbaan, Ringbaan-Oost, Ringbaan-Oost, Fietsroute 6, Melis Stokestraat, Petrus Loosjesstraat, Centaurusweg, Lovensekanaaldijk, Goirkekanaaldijk, Kraaivenstraat, Goirkekanaaldijk, Dongensekanaaldijk, Moersepad, Dongense Kanaaldijk, Kanaaldijk-Zuid, De Oversteek, bike path, Kanaaldijk Noord, bike path, bike path, Esdoornlaan, bike path, Tilburgsebrug, bike path, Beneluxweg, Burgemeester Materlaan, Kalbergseweg, Tilburgse Baan, track, track",,179.25,51.318169999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00052,departure,1,WALK,5.2600299999999995,67.36666666666666,51.5031256,5.3774265,51.4998731,5.4332325,2025-05-17T15:54:38+02:00,2025-05-17T17:02:00+02:00,"Dwarseind, Buseind, Aardheuvel, Heuveleind, bike path, bike path, Ringweg, Mecklenburgweg, Grasklokje, Meester T.J. Verschuurstraat, Iman van den Boschstraat, Wilhelminaplein, Pater L.A. Bleysstraat, Pater L.A. Bleysstraat, bike path, Kanaaldijk, Eindhovenseweg-Zuid, bike path, Eindhovenseweg-Zuid, Terraweg, Terraweg, bike path, bike path, bike path, Ekkersweijer",,67.36666666666666,5.2600299999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
