attendee_id,direction,routes_used
A16749,departure,"['Eemnes - Amersfoort Meander MC 573', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Utrecht Centraal <-> Baarn SPR5500 Sprinter']"
A16810,departure,['Best Station - Eindhoven Station 9']
A16832,departure,"['Alphen a/d Rijn <-> Gouda SPR8600 Sprinter', 'Best Station - Eindhoven Station 9', 'Boskoop - Leiden 187', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Rotterdam Centraal <-> Utrecht Centraal IC2800 Intercity']"
A16845,departure,"['Amsterdam Centraal <-> Frankfurt (M) Hbf ICE100 ICE International', 'Arnhem Centraal <-> Winterswijk ST30900 Stoptrein RS32', 'Best Station - Eindhoven Station 9', 'Enkhuizen <-> Maastricht IC2900 Intercity']"
A17003,departure,['Best Station - Eindhoven Station 9']
A17003,return,['Best Station - Eindhoven Station 9']
A17030,departure,['Best Station - Eindhoven Station 9']
A17036,departure,"['Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Wijk bij Duurstede - Utrecht CS 41']"
A17036,return,"['Best Station - Eindhoven Station 9', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Wijk bij Duurstede - Utrecht CS 41']"
A17039,departure,['Best Station - Eindhoven Station 9']
A17039,return,['Best Station - Eindhoven Station 9']
A17044,departure,"['Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Kampen - Urk 141', 'Son - Ekkersrijt - Eindhoven Station 406', 'Zwolle <-> Kampen SPR8500 Sprinter RS22']"
A17062,departure,"['Enkhuizen <-> Maastricht IC2900 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A17062,return,"[""'s-Hertogenbosch <-> Deurne SPR4400 Sprinter"", 'Best Station - Eindhoven Station 9', 'Lijn 282 N82', 'Nachtnettrein Utrecht Centraal <-> Eindhoven Centraal Intercity', 'Nachtnettrein Utrecht Centraal <-> Rotterdam Centraal Intercity']"
A17108,departure,['Best Station - Eindhoven Station 9']
A17108,return,['Best Station - Eindhoven Station 9']
A17122,departure,"['Best Station - Eindhoven Station 9', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Liège-Guillemins <-> Aachen Hbf S18900 Sneltrein RE18', 'Meerssen via Valkenburg - Eijsden 791']"
A17140,departure,['Best Station - Eindhoven Station 9']
A17140,return,['Best Station - Eindhoven Station 9']
A17187,departure,['Best Station - Eindhoven Station 9']
A17196,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A17235,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A17235,return,['Best Station - Eindhoven Station 9']
A17296,departure,['Best Station - Eindhoven Station 9']
A17333,departure,"['Dordrecht <-> Venlo IC3500 Intercity', 'Nunspeet - Harderwijk 111', 'Son - Ekkersrijt - Eindhoven Station 406', 'Utrecht Centraal <-> Zwolle SPR5600 Sprinter']"
A17463,departure,"['Den Haag Centraal <-> Eindhoven Centraal IC1100 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'lijn B']"
A17466,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Meppel - Hoogeveen 32', 'Son - Ekkersrijt - Eindhoven Station 406', 'Zwolle <-> Groningen SPR6100 Sprinter']"
A17501,departure,"['Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Emmen - Ter Apel - Veendam 73', 'Son - Ekkersrijt - Eindhoven Station 406', 'Zwolle <-> Emmen S3800 Sneltrein RE20']"
A17506,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A17516,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A17516,return,['Best Station - Eindhoven Station 9']
A17570,departure,"['Best Station - Eindhoven Station 9', 'Enkhuizen <-> Maastricht IC2900 Intercity']"
A17570,return,"['Best Station - Eindhoven Station 9', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Nachtnettrein Utrecht Centraal <-> Eindhoven Centraal Intercity', 'Nachtnettrein Utrecht Centraal <-> Rotterdam Centraal Intercity']"
A17572,departure,"['Enkhuizen <-> Maastricht IC2900 Intercity', 'Maastricht via Epen - Gulpen 57', 'Son - Ekkersrijt - Eindhoven Station 406']"
A17673,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A17673,return,['Best Station - Eindhoven Station 9']
A17674,departure,"['Best Station - Eindhoven Station 9', 'Tilburg Universiteit <-> Weert SPR6400 Sprinter', 'Zwolle <-> Roosendaal IC3600 Intercity']"
A17695,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A17706,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A17706,return,['Best Station - Eindhoven Station 9']
A17727,departure,['Best Station - Eindhoven Station 9']
A17761,departure,['Best Station - Eindhoven Station 9']
A17801,departure,"['Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Heerenveen - Drachten - Groningen 324', 'Son - Ekkersrijt - Eindhoven Station 406']"
A17886,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A17886,return,['Best Station - Eindhoven Station 9']
A17903,departure,['Best Station - Eindhoven Station 9']
A17908,departure,"['Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Heerenveen - Drachten - Groningen 324', 'Lewenborg - Leek 3', 'Son - Ekkersrijt - Eindhoven Station 406']"
A17930,departure,"['Arnhem Centraal <-> Dordrecht SPR6600 Sprinter', 'Best Station - Eindhoven Station 9', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Heteren - Arnhem CS 56']"
A17976,departure,['Best Station - Eindhoven Station 9']
A17996,departure,"['Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Schiphol Airport <-> Leeuwarden IC800 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A17998,departure,"['Bad Nieuweschans <-> Groningen ST37500 Stoptrein RS6', 'Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A18016,departure,['Best Station - Eindhoven Station 9']
A18016,return,['Best Station - Eindhoven Station 9']
A18026,departure,"['Arnhem CS - Velp 8', 'Arnhem Geitenkamp - Rijkerswoerd 7', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Zwolle <-> Roosendaal IC3600 Intercity']"
A18029,departure,"['Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Groningen - Middelstum - Uithuizen 61', 'Son - Ekkersrijt - Eindhoven Station 406']"
A18036,departure,['Best Station - Eindhoven Station 9']
A18036,return,['Best Station - Eindhoven Station 9']
A18052,departure,"['Dordrecht <-> Venlo IC3500 Intercity', 'Groningen <-> Roodeschool ST37600 Stoptrein RS4', 'Schiphol Airport <-> Groningen IC700 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A18095,departure,"['Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Leeuwarden <-> Stavoren ST37100 Stoptrein RS3', 'Schiphol Airport <-> Leeuwarden IC800 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A18099,departure,"['Breukelen <-> Rhenen SPR7300 Sprinter', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'U-link Utrecht - Wageningen / Veenendaal 50']"
A18099,return,"['Best Station - Eindhoven Station 9', 'Nachtnettrein Utrecht Centraal <-> Eindhoven Centraal Intercity', 'Utrecht - Wageningen N8']"
A18102,departure,"['Den Helder <-> Nijmegen IC3000 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Wijk bij Duurstede - Zeist - Amersfoort 56']"
A18102,return,"[""'s-Hertogenbosch <-> Deurne SPR4400 Sprinter"", 'Best Station - Eindhoven Station 9', 'Nachtnettrein Utrecht Centraal <-> Eindhoven Centraal Intercity', 'Utrecht - Amerongen N50']"
A18120,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Stadskanaal - Emmen 74', 'Zwolle <-> Emmen ST8000 Stoptrein RS20']"
A18165,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Minnertsga - St-Annaparochie - Leeuwarden 70', 'Son - Ekkersrijt - Eindhoven Station 406']"
A18168,departure,"['Carnisselande - Rotterdam Centraal 5', 'Den Haag Centraal <-> Eindhoven Centraal IC1100 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A18169,departure,"['Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Emmen - Schoonebeek 44', 'Son - Ekkersrijt - Eindhoven Station 406', 'Zwolle <-> Emmen S3800 Sneltrein RE20']"
A18204,departure,"['Bolsward - Workum - Balk - Sneek 44', 'Dordrecht <-> Venlo IC3500 Intercity', 'Heerenveen - Sneek - Bolsward - Harlingen 99', 'Oudega - Woudsend Centrum 9531', 'Schiphol Airport <-> Leeuwarden IC800 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A18279,departure,['Best Station - Eindhoven Station 9']
A18279,return,['Best Station - Eindhoven Station 9']
A18287,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A18326,departure,['Best Station - Eindhoven Station 9']
A18369,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A18369,return,['Best Station - Eindhoven Station 9']
A18378,departure,"['Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Hardenberg - Beerzerveld 597', 'Son - Ekkersrijt - Eindhoven Station 406', 'Zwolle <-> Emmen S3800 Sneltrein RE20']"
A18416,departure,"['Dordrecht <-> Venlo IC3500 Intercity', 'FLEX: Buitenkaag - Nieuw Vennep', 'Nieuw-Vennep P+R Getsew - Amsterdam Elandsgracht 397', 'Son - Ekkersrijt - Eindhoven Station 406']"
A18417,departure,['Best Station - Eindhoven Station 9']
A18463,departure,"['Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Emmen - Assen 21', 'Son - Ekkersrijt - Eindhoven Station 406']"
A18465,departure,"['Best Station - Eindhoven Station 9', 'Breda <-> Amersfoort Schothorst ICD1800 Intercity direct', 'Haarlem - Hillegom - Lisse - Leiden 250', 'Tilburg Universiteit <-> Weert SPR6400 Sprinter', 'Vlissingen <-> Amsterdam Centraal IC2200 Intercity', 'Zwolle <-> Roosendaal IC3600 Intercity']"
A18478,departure,"['Bolsward - Workum - Balk - Sneek 44', 'Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Heerenveen - Sneek - Bolsward - Harlingen 99', 'Schiphol Airport <-> Leeuwarden IC800 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A18479,departure,['Best Station - Eindhoven Station 9']
A18483,departure,['Best Station - Eindhoven Station 9']
A18483,return,['Best Station - Eindhoven Station 9']
A18488,departure,"['Dordrecht <-> Venlo IC3500 Intercity', 'Schiphol Airport <-> Leeuwarden IC800 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Station Centrum via Parkhaven - Station Centrum 9']"
A18511,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A18607,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A18622,departure,"['Den Haag Centraal <-> Nijmegen IC3100 Intercity', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Lijn 25', 'Son - Ekkersrijt - Eindhoven Station 406']"
A18622,return,"['Best Station - Eindhoven Station 9', 'IJmuiden Dennekoplaan - Amsterdam Bijlmer ArenA N30', 'Nachtnettrein Utrecht Centraal <-> Eindhoven Centraal Intercity', 'Nachtnettrein Utrecht Centraal <-> Rotterdam Centraal Intercity', 'Uithoorn Busstation - Amsterdam CS N47']"
A18756,departure,"['Bergen Plein - Alkmaar Station 166', 'Den Helder <-> Nijmegen IC3000 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A18758,departure,['Best Station - Eindhoven Station 9']
A18758,return,['Best Station - Eindhoven Station 9']
A18759,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A18759,return,['Best Station - Eindhoven Station 9']
A18774,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A18774,return,['Best Station - Eindhoven Station 9']
A18779,departure,['Best Station - Eindhoven Station 9']
A18813,departure,['Best Station - Eindhoven Station 9']
A18813,return,['Best Station - Eindhoven Station 9']
A18844,departure,['Best Station - Eindhoven Station 9']
A18844,return,['Best Station - Eindhoven Station 9']
A18936,departure,"['Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Heerenveen - Drachten - Groningen 324', 'Lewenborg - Leek 3', 'Son - Ekkersrijt - Eindhoven Station 406']"
A18955,departure,['Best Station - Eindhoven Station 9']
A18974,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Emmeloord - Zwolle 71', 'Son - Ekkersrijt - Eindhoven Station 406']"
A19010,departure,"['Amsterdam Noord via Edam - Hoorn 314', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Zaandam via Amsterdam Noord - Marken 111']"
A19015,departure,"['Buurtbus Kreileroord - Schagen Station 416', 'Den Helder <-> Nijmegen IC3000 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A19037,departure,"['Enkhuizen <-> Maastricht IC2900 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A19062,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Zwolle <-> Emmen ST8000 Stoptrein RS20']"
A19065,departure,"['Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A19065,return,"[""'s-Hertogenbosch <-> Deurne SPR4400 Sprinter"", 'Best Station - Eindhoven Station 9', 'Nachtnettrein Utrecht Centraal <-> Eindhoven Centraal Intercity', 'Nachtnettrein Utrecht Centraal <-> Rotterdam Centraal Intercity']"
A19071,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A19088,departure,"['Den Haag Centraal <-> Eindhoven Centraal IC1100 Intercity', 'Renesse - Spijkenisse Metro Centrum 104', 'Son - Ekkersrijt - Eindhoven Station 406', 'lijn D']"
A19117,departure,"['Best Station - Eindhoven Station 9', 'Dedemsvaart - Zwolle 301', 'Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity']"
A19163,departure,"['Amsterdam Centraal <-> Frankfurt (M) Hbf ICE100 ICE International', 'Arnhem Centraal <-> Winterswijk ST30900 Stoptrein RS32', 'Best Station - Eindhoven Station 9', 'Enkhuizen <-> Maastricht IC2900 Intercity']"
A19173,departure,['Best Station - Eindhoven Station 9']
A19203,departure,['Best Station - Eindhoven Station 9']
A19215,departure,"['Best Station - Eindhoven Station 9', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Roermond <-> Maastricht Randwyck ST32400 Stoptrein RS12']"
A19224,departure,['Best Station - Eindhoven Station 9']
A19230,departure,['Best Station - Eindhoven Station 9']
A19238,departure,"['Echt - Maria Hoop 60', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Roermond <-> Maastricht Randwyck ST32400 Stoptrein RS12', 'Son - Ekkersrijt - Eindhoven Station 406']"
A19241,departure,"['Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Groningen <-> Leeuwarden ST37400 Stoptrein RS1', 'Son - Ekkersrijt - Eindhoven Station 406']"
A19254,departure,"['Enkhuizen <-> Heerlen IC3900 Intercity', 'Heerlen via Simpelveld - Vaals 43', 'Son - Ekkersrijt - Eindhoven Station 406']"
A19258,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Nieuwleusen - Dalfsen 591', 'Son - Ekkersrijt - Eindhoven Station 406', 'Zwolle <-> Emmen ST8000 Stoptrein RS20']"
A19271,departure,"['Dordrecht <-> Venlo IC3500 Intercity', 'Lelystad - Kampen 143', 'Rotterdam Centraal <-> Lelystad Centrum ICD2400 Intercity direct', 'Son - Ekkersrijt - Eindhoven Station 406']"
A19282,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Heerenveen - Joure - Jirnsum - Leeuwarden 95', 'Son - Ekkersrijt - Eindhoven Station 406']"
A19285,departure,"[""'s-Gravenzande via Naaldwijk en Delft - Zoetermeer 455"", 'Den Haag Centraal <-> Eindhoven Centraal IC1100 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A19294,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Meppel - Hoogeveen 32', 'Son - Ekkersrijt - Eindhoven Station 406', 'Zwolle <-> Groningen SPR6100 Sprinter']"
A19311,departure,['Best Station - Eindhoven Station 9']
A19311,return,['Best Station - Eindhoven Station 9']
A19357,departure,['Best Station - Eindhoven Station 9']
A19357,return,['Best Station - Eindhoven Station 9']
A19380,departure,"['Bantega - Lemmer Busstation 9611', 'Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Emmeloord - Heerenveen - Groningen 315', 'Son - Ekkersrijt - Eindhoven Station 406']"
A19467,departure,"['Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Emmen - Ter Apel - Veendam 73', 'Son - Ekkersrijt - Eindhoven Station 406', 'Zwolle <-> Emmen S3800 Sneltrein RE20']"
A19515,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Lemmer - Balk - Joure - Heerenveen 41', 'Son - Ekkersrijt - Eindhoven Station 406']"
A19543,departure,"['Eindhoven Achtse Barrier - Station 405', 'Enkhuizen <-> Heerlen IC3900 Intercity', 'Ubach over Worms via Heerlen - Zuyderland MC 7']"
A19551,departure,['Best Station - Eindhoven Station 9']
A19551,return,['Best Station - Eindhoven Station 9']
A19612,departure,['Best Station - Eindhoven Station 9']
A19619,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A19638,departure,"['Enkhuizen <-> Maastricht IC2900 Intercity', 'Lijn 51', 'Son - Ekkersrijt - Eindhoven Station 406']"
A19638,return,"[""'s-Hertogenbosch <-> Deurne SPR4400 Sprinter"", 'Best Station - Eindhoven Station 9', 'Nachtnettrein Utrecht Centraal <-> Eindhoven Centraal Intercity', 'Nachtnettrein Utrecht Centraal <-> Rotterdam Centraal Intercity', 'Nieuw-Vennep P+R Getsewoud Zuid - Amsterdam CS N97']"
A19781,departure,"['Best Station - Eindhoven Station 9', 'Breda <-> Amersfoort Schothorst ICD1800 Intercity direct', 'Ouddorp - Rotterdam Zuidplein 436', 'Tilburg Universiteit <-> Weert SPR6400 Sprinter', 'Zwolle <-> Roosendaal IC3600 Intercity', 'lijn E']"
A19825,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A19825,return,['Best Station - Eindhoven Station 9']
A19899,departure,['Best Station - Eindhoven Station 9']
A19916,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Heerenveen - Joure - Jirnsum - Leeuwarden 95', 'Son - Ekkersrijt - Eindhoven Station 406']"
A19923,departure,"['Best Station - Eindhoven Station 9', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Sittard via NedCar/Holtum en Born - Sittard. 17']"
A19947,departure,['Best Station - Eindhoven Station 9']
A19960,departure,"['Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Zwolle <-> Emmen S3800 Sneltrein RE20']"
A19980,departure,"['Den Helder <-> Nijmegen IC3000 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Hoorn Station - Den Helder Station via Den Oever 135', 'Son - Ekkersrijt - Eindhoven Station 406']"
